File name,Title,Author,Publication Year,Journal,Rank
"sim55_14_Calonectria_species_and_their_Cylindrocladium_anamorphs,_species_with_clavate_vesicles.pdf", Calonectria species and their Cylindrocladium anamorphs: species with clavate vesicles," Pedro W. Crous, Johannes Z. Groenewald, Jean-Michel Risède, Philippe Simoneau and Kevin D. Hyde",2006,Studies in Mycology 55: 213–226,1
"sim55_15_Neonectria_liriodendri_sp._nov.,_the_main_causal_agent_of_black_foot_disease_of_grapevines.pdf"," Neonectrialiriodendri sp. nov., the main causal agent of black foot disease of grapevines"," Francois Halleen, Hans-Josef Schroers, Johannes Z. Groenewald, Cecília Rego, Helena Oliveira and Pedro W. Crous",2006,Studies in Mycology 55: 227–234,1
sim55_16_Phylogenetic_lineages_in_the_Botryosphaeriaceae.pdf, Phylogenetic lineages in the Botryosphaeriaceae," Pedro W. Crous, Bernard Slippers, Michael J. Wingfield, John Rheeder, Walter F.O. Marasas, Alan J.L. Philips, Artur Alves, Treena Burgess, Paul Barber and Johannes Z. Groenewald",2006,Studies in Mycology 55: 235–253,1
sim55_17_Celoporthe_dispersa_gen._et_sp._nov._from_native_Myrtales_in_South_Africa.pdf, Celoporthedispersa gen. et sp. nov. from native Myrtales in South Africa," Grace Nakabonge, Marieka Gryzenhout, Jolanda Roux, Brenda D. Wingfield and Michael J. Wingfield",2006,Studies in Mycology 55: 255–267,1
"sim55_18_DNA_sequence_comparisons_of_Ophiostoma_spp.,_including_Ophiostoma_aurorae_sp._nov.,_associated_with_pine_bark_beetles_in_South_Africa.pdf"," DNA sequence comparisons of Ophiostoma spp., including Ophiostomaaurorae sp. nov., associated with pine bark beetles in South Africa"," Xudong Zhou, Z. Wilhelm de Beer and Michael J. Wingfield",2006,Studies in Mycology 55: 269–277,1
sim55_19_A_disease_epidemic_on_Zizyphus_mucronata_in_the_Kruger_National_Park_caused_by_Coniodictyum_chevalieri.pdf, A disease epidemic on Zizyphusmucronata in the Kruger National Park caused by Coniodictyumchevalieri," Wolfgang Maier, Thembi Khoza, Neil Harmse, Brenda D. Wingfield and Michael J. Wingfield",2006,Studies in Mycology 55: 279–288,1
"sim55_20_Phylogeny_of_the_Quambulariaceae_fam._nov.,_including_important_Eucalyptus_pathogens_in_South_Africa_and_Australia.pdf"," Phylogeny of the Quambalariaceae fam. nov., including important Eucalyptus pathogens in South Africa and Australia"," Z. Wilhelm de Beer, Dominik Begerow, Robert Bauer, Geoff S. Pegg, Pedro W. Crous and Michael J. Wingfield",2006,Studies in Mycology 55: 289–298,1
sim56_01_Phylogenetic_classification_of_Cordyceps_and_the_clavicipitaceous_fungi.pdf, Phylogenetic classification of Cordyceps and the clavicipitaceous fungi," Gi-Ho Sung, Nigel L. Hywel-Jones, Jae-Mo Sung, J. Jennifer Luangsa-ard, Bhushan Shrestha and Joseph W. Spatafora",2007,Studies in Mycology 57: 5–59,1
sim56_02_Taxonomy_and_phylogenetic_relationships_of_nine_species_of_Hypocrea_with_anamorphs_assignable_to_Trichoderma_section_Hypocreanum.pdf, Taxonomy and phylogenetic relationships of nine species of Hypocrea with anamorphs assignable to Trichoderma section Hypocreanum," Barrie E. Overton, Elwin L. Stewart and David M. Geiser",2006,Studies in Mycology 56: 39–65,1
sim56_03_The_Trichoderma_koningii_aggregate_species.pdf, The Trichoderma koningii aggregate species," Gary J. Samuels, Sarah Dodd, Bing-Sheng Lu, Orlando Petrini, Hans-Josef Schroers, Irina S. Druzhinina",2006,Studies in Mycology 56: 67–133,1
"sim56_04_Hypocrea_rufa_Trichoderma_viride,_a_reassessment,_and_description_of_five_closely_related_species_with_and_without_warted_conidia.pdf"," Hypocrea rufa/Trichoderma viride: a reassessment, and description of five closely related species with and without warted conidia"," Walter M. Jaklitsch, Gary J. Samuels, Sarah L. Dodd, Bing-Sheng Lu and Irina S. Druzhinina",2006,Studies in Mycology 55: 135–177,1
sim57_01_Systematics_of_Hypocrea_citrina_and_related_taxa.pdf, Systematics of Hypocrea citrina and related taxa," Barrie E. Overton, Elwin L. Stewart, David M. Geiser and Walter M. Jaklitsch",2006,Studies in Mycology 56: 1–38,1
sim58Art1.pdf, Mycosphaerella is polyphyletic," P.W. Crous, U. Braun and J.Z. Groenewald",2007,Studies in Mycology 58: 1–32,1
sim58Art2.pdf, Delimiting Cladosporium from morphologically similar genera," P.W. Crous, U. Braun, K. Schubert and J.Z. Groenewald",2007,Studies in Mycology 58: 33–56,1
sim58Art3.pdf, Phylogenetic and morphotaxonomic revision of Ramichloridium and allied genera," M. Arzanlou, J.Z. Groenewald, W. Gams, U. Braun, H.-D Shin and P.W. Crous,",2007,Studies in Mycology 58: 57–93,1
sim58Art4.pdf, Cladosporium leaf-blotch and stem rot of Paeonia spp. caused by Dichoclado-sporium chlorocephalum gen. nov.," K. Schubert, U. Braun, J.Z. Groenewald and P.W. Crous",2007,Studies in Mycology 58: 95–104,1
sim58Art5.pdf," Biodiversity in the Cladosporium herbarum complex (Davidiellaceae, Capnodiales), with standardisation of methods for Cladosporium taxonomy and diagnostics"," K. Schubert, J. Z. Groenewald, U. Braun, J. Dijksterhuis, M. Starink, C.F. Hill, P. Zalar, G.S. de Hoog and P.W. Crous",2007,Studies in Mycology 58: 105–156,1
sim58Art6.pdf," Phylogeny and ecology of the ubiquitous saprobe Cladosporium sphaerospermum, with descriptions of seven new species from hypersaline environments"," P. Zalar, G.S. de Hoog, H.-J. Schroers, P.W. Crous, J.Z. Groenewald and N. Gunde-Cimerman",2007,Studies in Mycology 58: 157–183,1
sim58Art7.pdf," Opportunistic, human-pathogenic species in the Herpotrichiellaceae are phenotypically similar to saprobic or phytopathogenic species in the Venturiaceae"," P.W. Crous, K. Schubert, U. Braun, G.S. de Hoog, A.D. Hocking, H.-D. Shin and J.Z. Groenewald",2007,Studies in Mycology 58: 185–217,1
sim58Art8.pdf," Molecular analysis and pathogenicity of the Cladophialophora carrionii complex, with the description of a novel species"," G.S. de Hoog, A.S. Nishikaku, G. Fernandez-Zeppenfeldt, C. Padín-González,E. Burger, H. Badali, N. Richard-Yegres and A.H.G. Gerrits van den Ende",2007,Studies in Mycology 58: 219–234,1
sim59_Houbraken et al 2007 Stud in Mycol 59 107-128.pdf, Polyphasic taxonomy of Aspergillus section Usti," J. Houbraken, M. Due, J. Varga, M. Meijer, J.C. Frisvad and R.A. Samson",2007,Studies in Mycology 59: 107–128,1
sim59Art1.pdf, The current status of species recognition and identification in Aspergillus," D.M. Geiser, M.A. Klich, J.C. Frisvad, S.W. Peterson, J. Varga, and R.A. Samson",2007,Studies in Mycology 59: 1–10,1
sim59Art10.pdf," Polyphasic taxonomy of Aspergillus section Candidi based on molecular, morphological and physiological data"," J. Varga, J.C. Frisvad and R.A. Samson",2007,Studies in Mycology 59: 75–88,1
sim59Art2.pdf, What can comparative genomics tell us about species concepts in the genus Aspergillus?," A. Rokas, G. Payne, N.D. Fedorova, S.E. Baker, M. Machida, J. Yu, D. Ryan Georgianna, Ralph A. Dean, Deepak Bhatnagar, T.E. Cleveland, J.R. Wortman, R. Maiti, V. Joardar, P. Amedeo, D.W. Denning and W.C. Nierman",2007,Studies in Mycology 59: 11–17,1
sim59Art3.pdf, Sexual and vegetative compatibility genes in the aspergilli," K. Pál, A.D. van Diepeningen, J. Varga, R.F. Hoekstra, P.S. Dyer and A.J.M. Debets",2007,Studies in Mycology 59: 19–30,1
sim59Art4.pdf," Secondary metabolite profiling, growth profiles and other tools for species recognition and important Aspergillus mycotoxins"," J.C. Frisvad, T.O. Larsen, R. de Vries, M. Meijer  , J. Houbraken, F.J. Cabañes, K. Ehrlich and R.A. Samson",2007,Studies in Mycology 59: 31–37,1
sim59Art5.pdf, Aspergillus species identification in the clinical setting," S.A. Balajee, J. Houbraken, P.E. Verweij, S-B. Hong, T. Yaghuchi, J. Varga, and R.A. Samson",2007,Studies in Mycology 59: 39–46,1
sim59Art6.pdf, Aspergillus strain typing in the genomics era, C.H.W. Klaassen and N. Osherov,2007,Studies in Mycology 59: 47–51,1
sim59Art7.pdf, Biodiversity of Aspergillus species in some important agricultural products," G. Perrone, A. Susca, G. Cozzi, K. Ehrlich, J. Varga, J.C. Frisvad, M. Meijer, P. Noonim,, W. Mahakarnchanakul andR.A. Samson",2007,Studies in Mycology 59: 53–66,1
sim59Art9.pdf,The species concept in Aspergillus: recommendations of an international panel,"R.A. Samson, J. Varga, S.M. Witiak and D.M. Geiser",2007,Studies in Mycology 59: 71–73,1
sim60_2008.pdf,"Neotropical Hypocrella (anamorph Aschersonia), Moelleriella, and Samuelsia","Priscila Chaverri, Miao Liu and Kathie T. Hodge",2008,Studies in Mycology 60 ,1
sim61Art1.pdf, Drought meets acid: three new genera in a dothidealean clade of extremotolerant fungi," L. Selbmann,G.S. de Hoog, L. Zucconi, D. Isola, S. Ruisi, A.H.G. Gerrits van den Ende, C. Ruibal, F. De Leo, C. Urzì and S. Onofri",2008,Studies in Mycology 61: 1–20,1
sim61Art10.pdf, Resistance of Antarctic black fungi and cryptoendolithic communities to simulated space and Martian conditions," S. Onofri, D. Barreca, L. Selbmann, D. Isola, E. Rabbow, G. Horneck, J.P.P. de Vera, J. Hatton and L. Zucconi",2008,Studies in Mycology 61: 99–109,1
sim61Art11.pdf, A rock-inhabiting ancestor for mutualistic and pathogen-rich fungal lineages," C. Gueidan, C. Ruibal Villaseñor, G. S. de Hoog, A. A. Gorbushina, W. A. Untereiner and F. Lutzoni",2008,Studies in Mycology 61: 111–119,1
sim61Art12.pdf," Evolution of CDC42, a putative virulence factor triggering meristematic growth in black yeasts"," S. Deng, A.H.G. Gerrits van den Ende, A.F.J. Ram, M. Arentshorst, Y. Gräser, H. Hu and G.S. de Hoog.",2008,Studies in Mycology 61: 121–129,1
sim61Art13.pdf," Coniosporium epidermidis sp. nov., a new species from human skin"," D. M. Li, G.S. de Hoog, D.M. Lindhardt Saunte, A.H.G. Gerrits van den Ende and X. R. Chen",2008,Studies in Mycology 61: 131–136,1
sim61Art14.pdf, Environmental isolation of black yeast-like fungi involved in human infection," V.A. Vicente, D. Attili-Angelis, M.R. Pie, F. Queiroz-Telles, L.M. Cruz, M.J. Najafzadeh, G.S. de Hoog, J. Zhao and A. Pizzirani-Kleiner",2008,Studies in Mycology 61: 137–144,1
sim61Art15.pdf, The neurotropic black yeast Exophiala dermatitidis has a possible origin in the tropical rain forest," M. Sudhadham, P. Sihanonth, S. Sivichai, R. Chaiyarat, G. M. Dorrestein, S.B.J. Menken, and G.S. de Hoog,",2008,Studies in Mycology 61: 145–155,1
sim61Art16.pdf, Selective factors involved in oil flotation isolation of black yeasts from the environment," M.M. Satow, D. Attili-Angelis, G.S. de Hoog, D.F. Angelis and V.A. Vicente",2008,Studies in Mycology 61: 157–163,1
sim61Art17.pdf, Characterisation of the substrate specificity of the nitrile hydrolyzing system of the acidotolerant black yeast Exophiala oligosperma R1," S. Rustler, A. Chmura, R.A. Sheldon and A. Stolz",2008,Studies in Mycology 61: 165–174,1
sim61Art18.pdf, Biodiversity of the genus Cladophialophora," H. Badali, , , C. Gueidan, M.J. Najafzadeh, , A. Bonifaz, A.H.G. Gerrits van den Ende and G.S. de Hoog,  ",2008,Studies in Mycology 61: 175–191,1
sim61Art2.pdf, Redefinition of Aureobasidium pullulans and its varieties," P. Zalar, C. Gostinčar, G.S. de Hoog, V. Uršič, M. Sudhadham and N. Gunde-Cimerman",2008,Studies in Mycology 61: 21–38,1
sim61Art3.pdf, The influence of ortho- and para-diphenoloxidase substrates on pigment formation in black yeast-like fungi," N.A. Yurlova, G.S. de Hoog and L.G. Fedorova",2008,Studies in Mycology 61: 39–49,1
sim61Art4.pdf, Expression of fatty-acid-modifying enzymes in the halotolerant black yeast Aureobasidium pullulans (de Bary) G. Arnaud under salt stress," C. Gostinčar, M. Turk, T. Trbuha, T. Vaupotič, A. Plemenitaš and N. Gunde-Cimerman",2008,Studies in Mycology 61: 51–59,1
sim61Art5.pdf, HMG-CoA reductase is regulated by environmental salinity and its activity is essential for halotolerance in halophilic fungi," T. Vaupotič, P. Veranic, U. Petrovič, N. Gunde-Cimerman and A. Plemenitaš",2008,Studies in Mycology 61: 61–66,1
sim61Art6.pdf, Adaptation of extremely halotolerant black yeast Hortaea werneckii to increased osmolarity: a molecular perspective at a glance," A. Plemenitaš, T. Vaupotič, M. Lenassi, T. Kogej and N. Gunde-Cimerman",2008,Studies in Mycology 61: 67–75,1
sim61Art7.pdf," Tinea nigra by Hortaea werneckii, a report of 22 cases from Mexico"," A. Bonifaz, H. Badali, G.S. de Hoog, M. Cruz, J. Araiza, M.A. Cruz; L. Fierro and R.M. Ponce",2008,Studies in Mycology 61: 77–82,1
sim61Art8.pdf, Black fungi in lichens from seasonally arid habitats," S. Harutyunyan, L. Muggiaand M. Grube",2008,Studies in Mycology 61: 83–90,1
sim61Art9.pdf, Cellular responses of microcolonial rock fungi to long-term desiccation and subsequent rehydration," A.A. Gorbushina,, E.R. Kotlova and O.A. Sherstneva",2008,Studies in Mycology 61: 91–97,1
sim62_2008.pdf,"Leaf-inhabiting genera of the Gnomoniaceae, Diaporthales","M.V. Sogonov, L.A. Castlebury, A.Y. Rossman, L.C. Mejía and J.F. White",2008,Studies in Mycology 62 ,1
sim63_2009.pdf, European species of Hypocrea Part I. The green-spored species,Walter M. Jaklitsch,2009,Studies in Mycology 63 (2009),1
sim64Art1.pdf, A class-wide phylogenetic assessment of Dothideomycetes," C.L. Schoch, P.W. Crous, J.Z. Groenewald, E.W.A. Boehm, T.I. Burgess, J. de Gruyter, , G.S. de Hoog, L.J. Dixon, M. Grube, C. Gueidan, Y. Harada, S. Hatakeyama, K. Hirayama, T. Hosoya, S.M. Huhndorf, K.D. Hyde, , E.B.G. Jones, J. Kohlmeyer, Å. Kruys, Y.M. Li, R. Lücking, H.T. Lumbsch, L. Marvanová, J.S. Mbatchou, , A.H. McVay, A.N. Miller, G.K. Mugambi, , , L. Muggia, M.P. Nelsen, , P. Nelson, C A. Owensby, A.J.L. Phillips, S. Phongpaichit, S.B. Pointing, V. Pujade-Renaud, H.A. Raja, E. Rivas Plata, , B. Robbertse, C. Ruibal, J. Sakayaroj, T. Sano, L. Selbmann, C.A. Shearer, T. Shirouzu, B. Slippers, S. Suetrong, , K. Tanaka, B. Volkmann-Kohlmeyer, M.J. Wingfield, A.R. Wood, J.H.C.Woudenberg, H. Yonezawa, Y. Zhang, J.W. Spatafora",2009,Studies in Mycology 64: 1–15,1
sim64Art10.pdf," Molecular taxonomy of bambusicolous fungi: Tetraplosphaeriaceae, a new pleosporalean family with Tetraploa-like anamorphs"," K. Tanaka, K. Hirayama, H. Yonezawa, S. Hatakeyama, Y. Harada, T. Sano, T. Shirouzu and T. Hosoya",2009,Studies in Mycology 64: 175–209,1
sim64Art2.pdf, Phylogenetic lineages in the Capnodiales," P.W. Crous, , C.L. Schoch, K.D. Hyde, A.R. Wood, C. Gueidan, G.S. de Hoog and J.Z. Groenewald",2009,Studies in Mycology 64: 17–47,1
sim64Art3.pdf," A molecular phylogenetic reappraisal of the Hysteriaceae, Mytilinidiaceae and Gloniaceae (Pleosporomycetidae, Dothideomycetes) with keys to world species"," E.W.A. Boehm, G.K. Mugambi, A.N. Miller, S.M. Huhndorf, S. Marincowitz, J.W. Spatafora and C.L. Schoch",2009,Studies in Mycology 64: 49–83,1
sim64Art4.pdf," Multi-locus phylogeny of Pleosporales: a taxonomic, ecological and evolutionary re-evaluation"," Y. Zhang, C.L. Schoch, J. Fournier, P.W. Crous, J. de Gruyter, , J.H.C. Woudenberg, K. Hirayama, K. Tanaka, S.B. Pointing, J.W. Spatafora and K.D. Hyde, ",2009,Studies in Mycology 64: 85–102,1
sim64Art5.pdf," Molecular phylogenetics of Pleosporales: Melanommataceae and Lophiostomataceae re-circumscribed (Pleosporomycetidae, Dothideomycetes, Ascomycota)", G.K. Mugambi– and S.M. Huhndorf,2009,Studies in Mycology 64: 103–121,1
sim64Art6.pdf, Phylogeny of rock-inhabiting fungi related to Dothideomycetes," C. Ruibal, C. Gueidan, L. Selbmann, A.A. Gorbushina, P.W. Crous, J.Z. Groenewald, L. Muggia, M. Grube, D. Isola, C.L. Schoch, J.T. Staley, F. Lutzoni, G.S. de Hoog",2009,Studies in Mycology 64: 123–133,1
sim64Art7.pdf, Unravelling the phylogenetic relationships of lichenised fungi in Dothideomyceta," M.P. Nelsen, , R. Lücking, M. Grube, J.S. Mbatchou, , L. Muggia, E. Rivas Plata,  and H.T. Lumbsch",2009,Studies in Mycology 64: 135–144,1
sim64Art8.pdf, The molecular phylogeny of freshwater Dothideomycetes," C.A. Shearer, H.A. Raja, A.N. Miller, P. Nelson, K. Tanaka, K. Hirayama, L. Marvanová, K.D. Hyde and Y. Zhang",2009,Studies in Mycology 64: 145–153,1
sim64Art9.pdf, Molecular systematics of the marine Dothideomycetes," S. Suetrong, C.L. Schoch, J.W. Spatafora, J. Kohlmeyer, B. Volkmann-Kohlmeyer, J. Sakayaroj, S. Phongpaichit, K. Tanaka, K. Hirayama and E.B.G. Jones",2009,Studies in Mycology 64: 155–173,1
sim65_2010.pdf,Highlights of the Didymellaceae: A polyphasic approach to characterise Phoma and related pleosporalean genera,"Maikel Aveskamp, Hans de Gruyter, Joyce Woudenberg, Gerard Verkley and Pedro W. Crous",2010,Studies in Mycology 65 ,1
sim66Art1.pdf, Species concepts in Calonectria (Cylindrocladium)," L. Lombard, P.W. Crous, B.D. Wingfield and M.J. Wingfield",2010,Studies in Mycology 66: 1–14,1
sim66Art2.pdf, Multigene phylogeny and mating tests reveal three cryptic species related to Calonectria pauciramosa," L. Lombard, P.W. Crous, B.D. Wingfield and M.J. Wingfield",2010,Studies in Mycology 66: 15–30,1
sim66Art3.pdf, Phylogeny and systematics of the genus Calonectria," L. Lombard, P.W. Crous, B.D. Wingfield and M.J. Wingfield",2010,Studies in Mycology 66: 31–69,1
sim67_2010.pdf,"Species and ecological diversity within the Cladosporium cladosporioides complex (Davidiellaceae, Capnodiales)","K. Bensch, J.Z. Groenewald, J. Dijksterhuis, M. Starink-Willemse, B. Andersen, B.A. Summerell, H.-D. Shin, F.M. Dugan, H.-J. Schroers, U. Braun and P.W. Crous",2010,Studies in Mycology 67 ,1
sim68Art1.pdf, Tropical species of Cladobotryum and Hypomyces producing red pigments, Kadri Põldmaa,2011,Studies in Mycology 68: 1–34,1
sim68Art10.pdf," A systematic account of the genus Plagiostoma (Gnomoniaceae, Diaporthales) based on morphology, host-associations, and a four-gene phylogeny"," L.C. Mejía, , , L.A. Castlebury, A.Y. Rossman, M.V. Sogonov and J.F. White, Jr.",2011,Studies in Mycology 68: 211–235,1
sim68Art2.pdf, A morphological and phylogenetic revision of the Nectria cinnabarina species complex," Y. Hirooka, , A.Y. Rossman and P. Chaverri",2011,Studies in Mycology 68: 35–56,1
sim68Art3.pdf," Delimitation of Neonectria and Cylindrocarpon (Nectriaceae, Hypocreales, Ascomycota) and related genera with Cylindrocarpon-like anamorphs"," P. Chaverri, C. Salgado, Y. Hirooka, , A.Y. Rossman and G.J. Samuels",2011,Studies in Mycology 68: 57–78,1
sim68Art4.pdf," An overview of the taxonomy, phylogeny, and typification of nectriaceous fungi in Cosmospora, Acremonium, Fusarium, Stilbella, and Volutella"," T. Gräfenhan, , H.-J. Schroers, H.I. Nirenberg and K.A. Seifert",2011,Studies in Mycology 68: 79–113,1
sim68Art5.pdf," A revision of Cyanonectria and Geejayessia gen. nov., and related species with Fusarium-like anamorphs"," H.-J. Schroers, T. Gräfenhan, , H.I. Nirenberg and K.A. Seifert",2011,Studies in Mycology 68: 115–138,1
sim68Art6.pdf," Acremonium phylogenetic overview and revision of Gliomastix, Sarocladium, and Trichothecium"," R.C. Summerbell, , C. Gueidan, , H-J. Schroers, , G.S. de Hoog, M. Starink, Y. Arocha Rosete, J. Guarro and J.A. Scott, ",2011,Studies in Mycology 68: 139–162,1
sim68Art7.pdf," Monilochaetes and allied genera of the Glomerellales, and a reconsideration of families in the Microascales"," M. Réblová, W. Gams and K.A. Seifert",2011,Studies in Mycology 68: 163–191,1
sim68Art8.pdf," Discovery of the teleomorph of the hyphomycete, Sterigmatobotrys macrocarpa, and epitypification of the genus to holomorphic status", M. Réblová and K.A. Seifert,2011,Studies in Mycology 68: 193–202,1
sim68Art9.pdf, A molecular re-appraisal of taxa in the Sordariomycetidae and a new species of Rimaconus from New Zealand, S.M. Huhndorf and A.N. Miller,2011,Studies in Mycology 68: 203–210,1
sim69Art2.pdf, Growth and hydrolase profiles can be used as characteristics to distinguish Aspergillus niger and other black aspergilli," M. Meijer, J.A.M.P. Houbraken, S. Dalhuijsen, R.A. Samson and R.P. de Vries,",2011,Studies in Mycology 69: 19–30,1
sim69Art3.pdf, Analysis of regulation of pentose utilisation in Aspergillus niger reveals evolutionary adaptations in Eurotiales," E. Battaglia, L. Visser, A. Nijssen, G.J. van Veluw, H.A.B. Wösten and R.P. de Vries,",2011,Studies in Mycology 69: 31–38,1
sim70Art2.pdf, Taxonomy of Penicillium section Citrina," J. Houbraken, J.C. Frisvad and R.A. Samson",2011,Studies in Mycology 70: 53–138,1
sim70Art3.pdf, A taxonomic and phylogenetic revision of the Penicillium sclerotiorum complex, K.G. Rivera and K.A. Seifert,2011,Studies in Mycology 70: 139–158,1
sim71_2012.pdf,"  A monograph of Allantonectria, Nectria, and Pleonectria (Nectriaceae, Hypocreales,    Ascomycota) and their pycnidial, sporodochial, and synnematous anamorphs","Y. Hirooka, A.Y. Rossman, G.J. Samuels, C. Lechat, P. Chaverri",2012,Studies in Mycology 71 (March 2012),1
sim72_2012.pdf, The genus Cladosporium,"Konstanze Bensch, Uwe Braun, Johannes Z. Groenewald and Pedro W. Crous",2012,Studies in Mycology 72 (June 2012),1
sim73Art1.pdf, The Colletotrichum boninense species complex," U. Damm, P.F. Cannon, J.H.C. Woudenberg, P.R. Johnston, B.S. Weir, Y.P.Tan, R.G.Shivas, and P.W. Crous,",2012,Studies in Mycology 73: 1–36,1
sim73Art2.pdf, The Colletotrichum acutatum species complex," U. Damm, P.F. Cannon, J.H.C. Woudenberg, and P.W. Crous,",2012,Studies in Mycology 73: 37–113,1
sim73Art3.pdf, The Colletotrichum gloeosporioides species complex," B.S. Weir, P.R. Johnston, and U. Damm",2012,Studies in Mycology 73: 115–180,1
sim73Art4.pdf, Colletotrichum – current status and future directions," P.F. Cannon, U. Damm, P.R. Johnston, and B.S. Weir",2012,Studies in Mycology 73: 181–213,1
sim74Art1.pdf, Development in Aspergillus," P. Krijgsheld, R. Bleichrodt, G.J. van Veluw, F. Wang, W.H. Müller, J. Dijksterhuis, and H.A.B. Wösten",2013,Studies in Mycology 74: 1–29,1
sim74Art2.pdf, Cytosolic streaming in vegetative mycelium and aerial structures of Aspergillus niger," R. Bleichrodt,A. Vinck, P. Krijgsheld, M.R. van Leeuwen, J. Dijksterhuis, and H.A.B. Wösten",2013,Studies in Mycology 74: 31–46,1
sim74Art3.pdf,sim74Art3.pdf," G.J. van Veluw, W.R. Teertstra,C. de Bekker, A. Vinck, N. van Beek, W.H. Muller, M. Arentshorst, H.C. van der Mei, A.F.J. Ram, J. Dijksterhuis, and H.A.B. Wösten",2013,Studies in Mycology 74: 47–57,1
sim74Art4.pdf, Germination of conidia of Aspergillus niger is accompanied by major changes in RNA profiles," M.R. van Leeuwen, P. Krijgsheld, R. Bleichrodt, H. Menke, H. Stam, J. Stark, H.A.B. Wösten, and J. Dijksterhuis",2013,Studies in Mycology 74: 59–70,1
sim74Art5.pdf, The effect of natamycin on the transcriptome of conidia of Aspergillus niger," M.R. van Leeuwen, P. Krijgsheld, T.T. Wyatt, E.A. Golovina, H. Menke, A. Dekker, J. Stark, H. Stam, R. Bleichrodt, H.A.B. Wösten, and J. Dijksterhuis",2013,Studies in Mycology 74: 71–85,1
sim75Art1.pdf, Redisposition of phoma-like anamorphs in Pleosporales," J. de Gruyter–, J.H.C. Woudenberg, M.M. Aveskamp, G.J.M. Verkley, J.Z. Groenewald, and P.W. Crous,",2013,Studies in Mycology 75: 1–36,1
sim75Art2.pdf, Phylogenetic lineages in Pseudocercospora, Phylogenetic lineages in Pseudocercospora,2013,Studies in Mycology 75: 37–114,1
sim75Art3.pdf, Species concepts in Cercospora: spotting the weeds among the roses," J.Z. Groenewald, C. Nakashima, J. Nishikawa, H.-D. Shin, J.-H. Park, A.N. Jama, M. Groenewald, U. Braun, and P.W. Crous, , ",2013,Studies in Mycology 75: 115–170,1
sim75Art4.pdf, Alternaria redefined,"J.H.C. Woudenberg, J.Z. Groenewald1, M. Binder, and P.W. Crous",2013,Studies in Mycology 75: 171–212,1
sim75Art5.pdf, A new approach to species delimitation in Septoria,"G.J.M. Verkley, W. Quaedvlieg, H.-D. Shin, and P.W. Crous",2013,Studies in Mycology 75: 213–305,1
sim75Art6.pdf, Sizing up Septoria,"W. Quaedvlieg, G.J.M. Verkley, H.-D. Shin, R.W. Barreto, A.C. Alfenas, W.J. Swart, J.Z. Groenewald, and P.W. Crous",2013,Studies in Mycology 75: 307–390,1
sim76Art1.pdf, A phylogenetic re-evaluation of Phyllosticta (Botryosphaeriales)," S. Wikee, L. Lombard, C. Nakashima, K. Motohashi, E. Chukeatirote, R. Cheewangkoon, E.H.C. McKenzie, K.D. Hyde, and P.W. Crous,",2013,Studies in Mycology 76: 1–29,1
sim76Art2.pdf, Phylogenetic lineages in the Botryosphaeriales: a systematic and evolutionary framework," B. Slippers, E. Boissin, A.J.L. Phillips, J.Z. Groenewald, L. Lombard, M.J. Wingfield, A. Postma, T. Burgess, and P.W. Crous,",2013,Studies in Mycology 76: 31–49,1
sim76Art3.pdf, The Botryosphaeriaceae: genera and species known from culture," A.J.L. Phillips, A. Alves, J. Abdollahzadeh, B. Slippers, M.J. Wingfield, J.Z. Groenewald, and P.W. Crous,",2013,Studies in Mycology 76: 51–167,1
SIM77_2014.pdf, A polyphasic taxonomy of Daldinia (Xylariaceae),"Marc Stadler, Thomas Læssøe, Jacques Fournier, Cony Decock, Beata Schmieschek, Hans-Volker Tichy and Derek Peršoh",2014,Studies in Mycology 77 (March 2014),1
sim78Art1.pdf, Ochratoxin production and taxonomy of the yellow aspergilli (Aspergillus section Circumdati)," C.M. Visagie, J. Varga, J. Houbraken, M. Meijer, S. Kocsube, N. Yilmaz, R. Fotedar, K.A. Seifert, J.C. Frisvad, and R.A. Samson",2014,Studies in Mycology 78: 1–61,1
sim78Art2.pdf," Aspergillus, Penicillium and Talaromyces isolated from house dust samples collected around the world"," C.M. Visagie, Y. Hirooka, J.B. Tanney, E. Whitfield, K. Mwange, M. Meijer, A.S. Amend, K.A. Seifert, and R.A. Samson",2014,Studies in Mycology 78: 63–139,1
sim78Art4.pdf, Polyphasic taxonomy of the genus Talaromyces," N. Yilmaz, C.M. Visagie, J. Houbraken, J.C. Frisvad, and R.A. Samson",2014,Studies in Mycology 78: 175–341,1
sim78Art5.pdf, Identification and nomenclature of the genus Penicillium," C.M. Visagie, J. Houbraken, J.C. Frisvad, S.-B. Hong, C.H.W. Klaassen, G. Perrone, K.A. Seifert, J. Varga, T. Yaguchi, and R.A. Samson",2014,Studies in Mycology 78: 343–371,1
sim78Art6.pdf, A taxonomic and phylogenetic revision of Penicillium section Aspergilloides," J. Houbraken, C.M. Visagie, M. Meijer, J.C. Frisvad, P.E. Busby, J.I. Pitt, K.A. Seifert, G. Louis-Seize, R. Demirel, N. Yilmaz, K. Jacobs, M. Christensen, and R.A. Samson",2014,Studies in Mycology 78: 373–451,1
sim79Art1.pdf, Large-spored Alternaria pathogens in section Porri disentangled," J.H.C. Woudenberg, M. Truter, J.Z. Groenewald, and P.W. Crous,",2014,Studies in Mycology 79: 1–47,1
